Customer,WO #,Invoice #,Date,Due Date,Total,Balance,Invoice Pay Status,WO Description,Summary
Ballenisles Country Club-Main,1667,i1621,2026-01-23 12:00 AM,2026-02-22 12:00 AM,0.00,0.00,NON-BILLABLE,HARRY'S BAR AREA-GLASS TENDER-FROZE UP/\CRGlass cooler-frozen up again.,"HARRY'S BAR AREA-GLASS TENDER-FROZE UP/\CR1/16/2026\CRGlass tender Harry's Bar-unit frozen up again, defrosted unit and restarted. Pixel controller ran do"
Ballenisles Country Club-Main,1687,i1636,2026-01-23 12:00 AM,2026-02-22 12:00 AM,0.00,0.00,NON-BILLABLE,TENNIS COURT #13-ICE MACHINE-NO ICE/\CRGood morning Iris can we have somebody take a look at tennis court 13 ice machine it's not producing ice thank yo,TENNIS COURT #13-ICE MACHINE-NO ICE/\CRChecked ice machine No water to the ice machine station. Found a valve shut off. Not sure whether I can turn it o
Ballenisles Country Club-Main,1684,i1639,2026-01-23 12:00 AM,2026-02-22 12:00 AM,0.00,0.00,NON-BILLABLE,HARRY'S BAR-BEER/SODA COOLER 57 DEG/\CRHarry's bar\CRBeer/soda cooler 57°\CR,HARRY'S BAR-BEER/SODA COOLER 57 DEG/\CRSystem low on refrigerant. Added R134A. Leak checked-found evaporator leaking. Need to replace. Quote to follow.
Ballenisles Country Club-Main,1697,i1646,2026-01-28 12:00 AM,2026-02-27 12:00 AM,0.00,0.00,NON-BILLABLE,"EMPLOYEE DINING ROOM AREA-WALK IN COOLER-FROZEN/\CRIt’s employees dining room walk in cooler-This may also be called the Prep kitchen, not sure\CRif this","PREP KITCHEN -WALK IN COOLER ""A""-FROZEN/\CRPer customer told me that coil was frosted over. They defrosted. Checked system, running ok. NOTE: evaporator"
Ballenisles Country Club-Main,1708,i1656,2026-02-02 12:00 AM,2026-03-04 12:00 AM,7050.00,7050.00,OVERDUE,"Paid IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg.\CRPaid ACH on 2/12/2026 part of amount $60778.50","IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg."
Ballenisles Country Club-Main,1726,i1664,2026-02-13 12:00 AM,2026-03-15 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH FOR THE MONTH OF JANUARY 2026/\CRIn-depth Service including Filters 40 hrs\CRNote: order as needed: 1-9x42x1 and 3-20x23x5-Per Charlie.,"INDEPTH FOR THE MONTH OF JANUARY 2026/\CR1/20/26\CRDrains cleaned by Sammy/Robert.\CRFilters replaced by Gabriel/Pablo. \CRCleared drains, cleaned drain pans,"
Ballenisles Country Club-Main,1721,i1671,2026-02-02 12:00 AM,2026-03-04 12:00 AM,0.00,0.00,NON-BILLABLE,2-OUTSIDE DAMPERS AHU #10 AND AHU #11-NOT WORKING/,"2-OUTSIDE DAMPERS AHU #10 AND AHU #11-NOT WORKING/\CR2/2\CRAHU- 10-\CRFound outdoor damper rusted open, was able to close manually for now. \CRAHU- 11\CRFound o"
Ballenisles Country Club-Main,1747,i1690,2026-02-10 12:00 AM,2026-03-12 12:00 AM,0.00,0.00,NON-BILLABLE,PREP KITCHEN-A/C-NOT COOLING/\CRRob emailed service call. \CRIris please have tech double check prep kitchen A/C unit,"PREP KITCHEN-A/C-NOT COOLING/\CRCheck the a/c unit for the prep. Kitchen all operation are normal. Belt is fine. Spoke with Chef, she told me that in th"
Ballenisles Country Club-Main,1752,i1692,2026-03-05 12:00 AM,2026-04-04 12:00 AM,2404.75,2404.75,OVERDUE,Paid WEST VRF DATA WALL HUNG AIR HANDLER/\CRNeed to replace leaking evaporator coil.\CRPaid ACH on 3/23/2026.,WEST VRF DATA WALL HUNG AIR HANDLER/\CRReplaced evaporator coil in the west data AHU. System is working.
Ballenisles Country Club-Main,1703,i1694,2026-02-11 12:00 AM,2026-03-13 12:00 AM,0.00,0.00,NON-BILLABLE,VRF-NOT WORKING/,"VRF/\CRChecked west CU-VRF system, installed control in DX-1, we made the system work. Performed leak search and found a refrigerant leak in the evapora"
Ballenisles Country Club-Main,1767,i1704,2026-02-16 12:00 AM,2026-03-18 12:00 AM,0.00,0.00,NON-BILLABLE,BIG BAR AREA-BEER REFRIGERATOR-NOT COOLING/,"BIG BAR AREA-BEER REFRIGERATOR-NOT COOLING/\CRChecked beer cooler at the big bar. Found unit low on refrigerant again. Every time we charge this unit, i"
Ballenisles Country Club-Main,1736,i1705,2026-02-16 12:00 AM,2026-03-18 12:00 AM,0.00,0.00,NON-BILLABLE,#13-WEST MEZZANINE-BIG KITCHEN AIR HANDLER/,"#13-WEST MEZZANINE-BIG KITCHEN AIR HANDLER/\CRVFD alarm earth ground. Checked all connections for motor and VFD, all running ok.\CR2/16 use megmeter to me"
Ballenisles Country Club-Main,1727,i1706,2026-02-13 12:00 AM,2026-03-15 12:00 AM,0.00,0.00,NON-BILLABLE,"Gabriel to looked at this on 2/3/2026, but they asked for him to come back? \CRRECEIVING AREA-AHU 1-5-NO HEAT/","RECEIVING AREA-AHU 1-5-NO HEAT/\CRReceiving people, do not need the heat on today, we can look at it tomorrow.\CRPer Charlie on 02/16/2026-do not need the"
Ballenisles Country Club-Main,1786,i1734,2026-02-23 12:00 AM,2026-03-25 12:00 AM,0.00,0.00,NON-BILLABLE,"SEAFOOD WALK IN COOLER-FROZEN LINES/\CRRob emailed the service call. \CRIris, don’t know if anyone turned this service call in yet, seafood walkin cooler","SEAFOOD WALK IN COOLER-FROZEN LINES/\CR2/20\CRFound unit froze up. Defrosted coil with hose and replaced defrost time clock. Start up, operation all check"
Ballenisles Country Club-Main,1803,i1741,2026-03-25 12:00 AM,2026-04-24 12:00 AM,1680.00,1680.00,OVERDUE,Paid EVAPORATOR COIL REPLACEMENT FOR GLASTENDER COOLER IN MAIN BAR/$1680.00\CRPaid ACH on 04/03/2026 part of amount $19475.50.,MAIN BAR AREA-GLASTENDER/\CRInstalled new evaporator and TXV on beer cooler.\CR
Ballenisles Country Club-Main,1792,i1747,2026-02-25 12:00 AM,2026-03-27 12:00 AM,0.00,0.00,NON-BILLABLE,CIRCLE 100 KITCHEN-ICE MACHINE-DOWN/\CRIris the circle 100 kitchen ice machine is down if someone could take a look at that thank you. We need it for th,CIRCLE 100 KITCHEN-ICE MACHINE-DOWN/\CRBin door was stuck open. Off on bin full. Ice was sitting on left side of the curtain. It was actually resting on
Ballenisles Country Club-Main,1821,i1756,2026-03-02 12:00 AM,2026-04-01 12:00 AM,7050.00,7050.00,OVERDUE,"Paid IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg.\CRPaid ACH on 03/10/2026 part of amount $11070.00.","IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg."
Ballenisles Country Club-Main,1806,i1768,2026-03-05 12:00 AM,2026-04-04 12:00 AM,0.00,0.00,NON-BILLABLE,CIRCLE 100-ICE MACHINE-NOT WORKING/ \CRCircle Ice Machine\CRIris. Please send someone to check circle ice machine,"CIRCLE 100-ICE MACHINE-NOT WORKING/\CR2/25/2026\CRFound machine off on full bin. \CR2/27/2026\CRReturned and changed the magnetic bin sensor first, which repa"
Ballenisles Country Club-Main,1837,i1772,2026-03-03 12:00 AM,2026-04-02 12:00 AM,0.00,0.00,NON-BILLABLE,"FILTER CHANGE, ICE MACHINES, REFRIGERATION MAINTENANCE FOR MARCH 2026/\CRIce Machines and Refrigeration Service and Filter Change Service.\CRNOTE: Include","FILTER CHANGE, ICE MACHINES, REFRIGERATION MAINTENANCE FOR MARCH 2026/\CRSammy and Robert finished up the a/c maintenance on 3/4/2026.\CR3/5/2026-Charlie"
Ballenisles Country Club-Main,1842,i1775,2026-03-19 12:00 AM,2026-04-18 12:00 AM,2946.50,2946.50,OVERDUE,"PAID AHU #13/$2946.50\CRNeed to replace motor, pulley and belt.\CRPaid ACH 03/13/2026.","AHU #13/\CRReplaced motor, pulley and belt."
Ballenisles Country Club-Main,1818,i1777,2026-02-27 12:00 AM,2026-03-29 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN BAR AREA-DUST COMING FROM VENT/,"MAIN BAR AREA-DUST COMING FROM VENT/\CR02/27/2026\CRDouble checked filter and blower area, didn’t see any dust accumulation. Checked other vents to see if"
Ballenisles Country Club-Main,1840,i1781,2026-03-03 12:00 AM,2026-04-02 12:00 AM,480.50,480.50,OVERDUE,Paid MAIN BUILDING-CHILL WATER PUMP #1-LEAKING/\CRRob ordered a pump but says the one behind the one he ordered is now leaking.\CRPaid ACH on 04/03/2026 p,"MAIN BUILDING-CHILL WATER PUMP #1-LEAKING/\CRChecked chill water pump #1 for water leak, remove insulation. Found quarter inch nipple with a crack and l"
Ballenisles Country Club-Main,1851,i1789,2026-03-05 12:00 AM,2026-04-04 12:00 AM,0.00,0.00,NON-BILLABLE,VAV #15-1-NOT COMMUNICATING AND HAS CONDENSATION AROUND THE VENTS AND #15-3-NOT WORKING/,VAV #15-1-NOT COMMUNICATING AND HAS CONDENSATION AROUND THE VENTS AND #15-3-NOT WORKING/\CRCheck vav #15-1 not communicating. Found bad fuse replaced wi
Ballenisles Country Club-Main,1834,i1790,2026-03-02 12:00 AM,2026-04-01 12:00 AM,0.00,0.00,NON-BILLABLE,"VAV-#15-1-CONTROL-NOT COMMUNICATING AND REC CENTERS #4 AND #7-BATHROOM AREA-NOT COOLING/\CRIris, please have someone check circle 100 VAV 15-1, controls","VAV-#15-1-CONTROL-NOT COMMUNICATING AND REC CENTERS #4 AND #7-BATHROOM AREA-NOT COOLING/\CRChecked system, it is cooling just Rob can’t see it in the co"
Ballenisles Country Club-Main,1856,i1791,2026-03-06 12:00 AM,2026-04-05 12:00 AM,0.00,0.00,NON-BILLABLE,COMFORT STATION #7-2 OUT OF 3 A/C'S NOT WORKING/\CRNo charge per Darryl on 03/23/2026.,COMFORT STATION #7-2 OUT OF 3 A/C'S NOT WORKING/\CRChecked a/c for comfort station. Found only one system running found remote control with bad batterie
Ballenisles Country Club-Main,1864,i1799,2026-03-09 12:00 AM,2026-04-08 12:00 AM,0.00,0.00,NON-BILLABLE,CLUB HOUSE DOWNSTAIRS-EMPLOYEE PREP KITCHEN-COOLER-FROZEN UP/\CR,CLUB HOUSE DOWNSTAIRS-EMPLOYEE PREP KITCHEN-COOLER-FROZEN UP/\CRCheck walk in cooler-found evaporator coil frozen over. Defrosted with hot water. Restar
Ballenisles Country Club-Main,1872,i1804,2026-03-16 12:00 AM,2026-04-15 12:00 AM,0.00,0.00,NON-BILLABLE,OAU #1-NOT RUNNING/\CRRob emailed the service call.,OAU #1-NOT RUNNING/\CRCheck unit not calling for blower. Reset system. Had club check computer. Unit restarted and running.
Ballenisles Country Club-Main,1882,i1806,2026-03-11 12:00 AM,2026-04-10 12:00 AM,0.00,0.00,NON-BILLABLE,COMFORT STATION #7/\CRDropped off the remote. \CRNo charge per Darryl on 03/23/2026.,"COMFORT STATION #7/\CRRemote control for comfort station #7-not working. Needs a new remote. \CRRemote was dropped off. Had no batteries, went and picked"
Ballenisles Country Club-Main,1875,i1811,2026-03-11 12:00 AM,2026-04-10 12:00 AM,0.00,0.00,NON-BILLABLE,CIRCLE 100 KITCHEN-COOLER-NOT COOLING/\CRAnthony emailed service call.,"CIRCLE 100 KITCHEN-COOLER-NOT COOLING/\CRTraulsen cooler\CRFound unit totally frozen. Disconnected compressor, let fan run overnight to defrost.\CR3/11 \CRRet"
Ballenisles Country Club-Main,1888,i1818,2026-03-13 12:00 AM,2026-04-12 12:00 AM,0.00,0.00,NON-BILLABLE,BIG KITCHEN-REACH IN COOLER-FROZEN/\CRDarryl turned it off at the switch?,"BIG KITCHEN-REACH IN COOLER-FROZEN/\CR3/13\CRFound unit froze up. Shut down and defrosted with hot water hose. Started up, checked charge, checks ok. Set"
Ballenisles Country Club-Main,1906,i1822,2026-04-08 12:00 AM,2026-05-08 12:00 AM,0.00,0.00,NON-BILLABLE,"INDEPTH A/C MAINTENANCE, OUTSIDE AIR UNITS, AND CAP REPORT FOR APRIL 2026/\CRIn-depth Service including Filters, Outside Air Units and Cap Report.\CRNote:","INDEPTH A/C MAINTENANCE, OUTSIDE AIR UNITS, AND CAP REPORT FOR APRIL 2026/\CRMaintenance completed by Robert/Sammy/Gabriel/Charlie/Pablo.\CRCleared drain"
Ballenisles Country Club-Main,1921,i1835,2026-03-19 12:00 AM,2026-04-18 12:00 AM,6100.00,6100.00,OVERDUE,"Paid PREP KITCHEN BOX-A/\CRNeed to replace evaporator coil. Connect to existing electrical, refrigerant piping, and drain line. Start up and charge syst",PREP KITCHEN BOX-A/\CRReplaced evaporator coil. Vacuumed lines and charged system. Box is running normal at this time.
Ballenisles Country Club-Main,1922,i1836,2026-03-20 12:00 AM,2026-04-19 12:00 AM,6337.00,6337.00,OVERDUE,"Paid PREP KITCHEN BOX-B/\CRNeed to replace evaporator coil. Connect to existing electrical, refrigerant piping, and drain line. Start up and charge syst","PREP KITCHEN BOX-B/\CR4/20\CRInstalled new evaporator for walk in ""B""."
Ballenisles Country Club-Main,1929,i1855,2026-03-23 12:00 AM,2026-04-22 12:00 AM,0.00,0.00,NON-BILLABLE,UNIT #13-DOWN/,"UNIT #13-DOWN/\CRFound that the main disconnect, was tripped and when pressing it, it turn back on, ran for a couple of minutes and shut off again. Adju"
Ballenisles Country Club-Main,1927,i1863,2026-03-23 12:00 AM,2026-04-22 12:00 AM,0.00,0.00,NON-BILLABLE,BIG KITCHEN-ICE MACHIN-NOT WORKING/,"BIG KITCHEN-ICE MACHIN-NOT WORKING/\CR3/20\CRNot Big Kitchen its the Circle Kitchen. \CRAdjusted bridge control, watched 3 drops, operation all checks ok."
Ballenisles Country Club-Main,1954,i1881,2026-03-30 12:00 AM,2026-04-29 12:00 AM,0.00,0.00,NON-BILLABLE,BIG ICE MACHINE-COMPONENT BROKEN ON THE INSIDE/\CRRob emailed the call.,BIG ICE MACHINE-COMPONENT BROKEN ON THE INSIDE/\CR3/30\CRFound ice deflector broken. Screwed off with stainless screws.
Ballenisles Country Club-Main,1971,i1895,2026-04-01 12:00 AM,2026-05-01 12:00 AM,7050.00,7050.00,OVERDUE,"Paid IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg.\CRPaid ACH on 04/03/2026 part of amount $19475.50.","IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg."
Ballenisles Country Club-Main,1942,i1897,2026-03-26 12:00 AM,2026-04-25 12:00 AM,0.00,0.00,NON-BILLABLE,BANQUET KITCHEN-COOLER #8-FREEZING UP AND DRIPPING WATER/\CRAnthony emailed service call.,BANQUET KITCHEN-COOLER #8-FREEZING UP AND DRIPPING WATER/\CR3/26\CRFound unit froze up. Defrosted and restarted. Found no problem with refrigerant charge.
Ballenisles Country Club-Main,2004,i1946,2026-04-24 12:00 AM,2026-05-24 12:00 AM,0.00,0.00,NON-BILLABLE,CIRCLE KITCHEN ICE MACHINE-DOWN/\CRRob emailed service call,"CIRCLE KITCHEN ICE MACHINE-DOWN/\CRFound ice machine locked out on high pressure. Washed condenser, checked motor. Found bad run capacitor, replaced run"
Ballenisles Country Club-Main,1973,i1956,2026-06-01 12:00 AM,2026-07-01 12:00 AM,1984.50,1984.50,OVERDUE,"Paid EAST COURSE-COMFORT STATION #7-A/C-NOT WORKING WELL-MEN'S, WOMAN'S ROOM AND DRINK STATION, WOMAN'S BATHROOM/\CRPaid ACH on 06/29/2026 part of amoun","EAST COURSE-COMFORT STATION #7-A/C-NOT WORKING WELL-MEN'S, WOMAN'S ROOM AND DRINK STATION, WOMAN'S BATHROOM/\CRCheck 3 head mini split at comfort statio"
Ballenisles Country Club-Main,2015,i1959,2026-04-14 12:00 AM,2026-05-14 12:00 AM,0.00,0.00,NON-BILLABLE,PREP KITCHEN-2 REACH IN'S-LIGHTS ARE NOT WORKING/,"PREP KITCHEN-2 REACH IN'S-LIGHTS ARE NOT WORKING/\CRLooked up information on line, on how to turn on the lights. Lights are working normal at this time."
Ballenisles Country Club-Main,2055,i1964,2026-05-19 12:00 AM,2026-06-18 12:00 AM,1813.22,1813.22,OVERDUE,Paid HARRY'S BAR-BEER/SODA COOLER/$1813.22\CRPaid ACH on 6/9/2026 part of amount $13857.22. \CR,"HARRY'S BAR-BEER/SODA COOLER/\CR05/18/2026\CRCooler was not emptied. Rescheduled appointment. \CR05/19/2026\CRInstalled new evaporator TXV, drier and refriger"
Ballenisles Country Club-Main,2054,i1973,2026-04-27 12:00 AM,2026-05-27 12:00 AM,0.00,0.00,NON-BILLABLE,AC 22A & 22B-DOWN/,NEEDED TO BE SPORTS BUILDING CONTRACT SEE WO-2067
Ballenisles Country Club-Main,2073,i1977,2026-05-06 12:00 AM,2026-06-05 12:00 AM,0.00,0.00,NON-BILLABLE,"Filters are in the east mechanical room per Gabriel.  \CRFILTER CHANGE, VENTILATION AND VAV'S MAINTENANCE FOR MAY 2026/\CRFilter Change Service 16 hrs, Ve","FILTER CHANGE, VENTILATION AND VAV'S MAINTENANCE FOR MAY 2026/\CRCompleted filter change and ventilation service. Vav's checked as needed."
Ballenisles Country Club-Main,2053,i1981,2026-04-27 12:00 AM,2026-05-27 12:00 AM,0.00,0.00,NON-BILLABLE,GLYCOL-NOT WORKING-THINKS ITS NEEDS A MODULE/\CRRob spoke to Darryl\CRNo charge per Darryl on 4/30/2026.,"GLYCOL-NOT WORKING-THINKS ITS NEEDS A MODULE/\CR4/24\CRChecked out unit and controller, found no problem with operation. Set for 28 and shutting off at 28"
Ballenisles Country Club-Main,2075,i1982,2026-04-30 12:00 AM,2026-05-30 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN KITCHEN-PREP AREA-WALK IN COOLER #1-NOT WORKING/\CR\CR,"MAIN KITCHEN-PREP AREA-WALK IN COOLER #1-NOT WORKING/\CRCondenser tripping on high pressure. Removed refrigerant, installed new drier, sight glass and a"
Ballenisles Country Club-Main,2094,i1998,2026-05-01 12:00 AM,2026-05-31 12:00 AM,7750.00,7750.00,OVERDUE,"Paid IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg.\CRPaid ACH on 5/8/2026 part of $18381.00.","IMC Service Agreement Monthly Billing.\CRMain Club, POA, & Maintenance Bldg."
Ballenisles Country Club-Main,2102,i2010,2026-05-01 12:00 AM,2026-05-31 12:00 AM,0.00,0.00,NON-BILLABLE,SOUTH GOLF COURSE #10-ICE/WATER DISP-NO ICE AND ROB'S OFFICE-NOT COOLING/,SOUTH GOLF COURSE #10-ICE/WATER DISP-NO ICE AND ROB'S OFFICE-NOT COOLING/\CRIce machine off on stuck bin. Removed switch and cleaned. Restarted machine
Ballenisles Country Club-Main,2082,i2013,2026-05-05 12:00 AM,2026-06-04 12:00 AM,0.00,0.00,NON-BILLABLE,CIRCLE KITCHEN-HOT LINE-CONTINENTAL COOLER-NOT WORKING/,"CIRCLE KITCHEN-HOT LINE-CONTINTAL COOLER-NOT WORKING/\CRFound bad control. Need to replace.\CR5/5\CRInstalled new control board and control. Started up, ope"
Ballenisles Country Club-Main,2121,i2028,2026-05-06 12:00 AM,2026-06-05 12:00 AM,522.38,522.38,OVERDUE,Paid FOOD TRUCK-A/C NOT WORKING/\CRPaid ACH on 05/21/2026.,"FOOD TRUCK-A/C NOT WORKING/\CR5/6\CRFound unit low on refrigerant. Installed tap a line, topped off charge and cleaned evaporator coil. Started up, operat"
Ballenisles Country Club-Main,2140,i2038,2026-05-12 12:00 AM,2026-06-11 12:00 AM,0.00,0.00,NON-BILLABLE,BAG DROP-1-ICE MACHINE IS DOING NOTHING-VIBRATING/\CRMike Johnson placed the call via phone.,"BAG DROP-1-ICE MACHINE IS DOING NOTHING-VIBRATING/\CRMike Johnson told me that he repaired the problem. Checked out all the machines, just to make sure"
Ballenisles Country Club-Main,2132,i2051,2026-05-08 12:00 AM,2026-06-07 12:00 AM,0.00,0.00,NON-BILLABLE,#7 EAST COMFORT AREA NEEDS ATTENTION/\CRRob emailed the service call. \CRA/C still very weak if not at all in refreshment area .,#7 EAST COMFORT AREA NEEDS ATTENTION/Checked system operation.\CRFound no error codes and unit running ok.
Ballenisles Country Club-Main,2134,i2052,2026-05-20 12:00 AM,2026-06-19 12:00 AM,0.00,0.00,NON-BILLABLE,"PREP KITCHEN AREA-COOLER IS AT 48 DEG AND CHECK THE HINGES/\CRWe are thawing, we think they left door opens a lot yesterday. Hinges do need adjusting if","PREP KITCHEN AREA-COOLER IS AT 48 DEG AND CHECK THE HINGES/\CR05/11/2026\CRChecked unit out, had the condenser turned off so that it could thawed out easi"
Ballenisles Country Club-Main,2144,i2054,2026-05-13 12:00 AM,2026-06-12 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN KITCHEN EAST UNIT #18 AND EXHAUST FANS-NOT WORKING/,"MAIN KITCHEN EAST UNIT #18 AND EXHAUST FANS-NOT WORKING/\CRExhaust fan check no power found breaker, reset. Checked motor and contactor. Restarted, chec"
Ballenisles Country Club-Main,2164,i2055,2026-06-04 12:00 AM,2026-07-04 12:00 AM,0.00,0.00,PENDING,"Need to pick up the filters for the comfort stations, Charlie will show where they are -need to complete this....\CRREFRIGERATION SERVICE, ICE MACHINE,","REFRIGERATION SERVICE, ICE MACHINE, OUTSIDE AIR UNITS, AND FILTER CHANGE FOR JUNE 2026/\CRHTR\CR06/17/2026-Gabriel completed roof, 2nd floor, and maintena"
Ballenisles Country Club-Main,2154,i2056,2026-05-15 12:00 AM,2026-06-14 12:00 AM,0.00,0.00,NON-BILLABLE,ARTISAN AREA-ICE MACHINE-DOWN/\CRRob emailed service call.,"ARTISAN AREA-ICE MACHINE-DOWN/\CRUpon arrival, machine was running. But bin was empty\CRWent through machine operation could not find any problems with ma"
Ballenisles Country Club-Main,2158,i2083,2026-05-15 12:00 AM,2026-06-14 12:00 AM,0.00,0.00,NON-BILLABLE,RESTROOMS #4 AND #7-A/C NOT WORKING AND GOLF MAINTENANCE-ICE MACHINE/\CR\CR\CR,"RESTROOMS #4 AND #7-A/C NOT WORKING AND GOLF MAINTENANCE-ICE MACHINE/\CR#7 unit loosing communication-checked it, and it ran all weekend. Working okay a"
Ballenisles Country Club-Main,2192,i2095,2026-06-30 12:00 AM,2026-07-30 12:00 AM,0.00,0.00,NON-BILLABLE,COMFORT STATION #4-NOT WORKING/\CR,"COMFORT STATION #4-NOT WORKING/\CRMini split for bathrooms-found unit locked out on low pressure. Could not find reason, call tech support went through"
Ballenisles Country Club-Main,2203,i2097,2026-06-03 12:00 AM,2026-07-03 12:00 AM,2330.00,2330.00,OVERDUE,Paid MAIN CLUB-PREP KITCHEN COOLER/\CRBoth cooler doors need new hinges. Recommend upgrading to spring assisted hinges to make sure doors can close prop,MAIN CLUB-PREP KITCHEN COOLER/\CRBoth cooler doors installed new hinges. With 1 spring assist on each door.\CR
Ballenisles Country Club-Main,2216,i2102,2026-06-03 12:00 AM,2026-07-03 12:00 AM,316.50,316.50,OVERDUE,Paid MAIN CLUB COOLER#4/\CRNeed to replace worn gaskets for 2-door cooler with new OEM parts.\CRPaid ACH on 06/18/2026 part of amount $3027.70.,MAIN CLUB COOLER#4/\CRReplaced two door gaskets on reach in cooler #4 in the big kitchen.
Ballenisles Country Club-Main,2215,i2103,2026-05-29 12:00 AM,2026-06-28 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN KITCHEN-WALK IN FREEZER-NOT HOLDING TEMP/,"MAIN KITCHEN-WALK IN FREEZER-NOT HOLDING TEMP/\CRFreezer stuck in defrost, due to bad time clock. Replaced clock. Compressor will not pump down. Compres"
